Question,Title,Bodys,Intent_Classific
当通过资格审查的意向投资方数量较多时，企业可以采取哪些方式进行遴选？,企业国有资产交易监督管理办法,资格审查，意向投资方数量较多，企业，遴选,政策文件信息
上海市公共资源拍卖中心的服务对象有哪些？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,上海市公共资源拍卖中心，服务对象,政策文件信息
采购人和相关机构应如何加强政府采购的内部监督和风险管理？,财政部关于加强政府采购活动内部控制管理的指导意见,采购人，相关机构，内部监督，风险管理,政策文件信息
如果因重大变故导致采购任务取消，采购人应该如何处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,重大变故，采购任务，取消，采购人，处理,政策文件信息
采购文件具体包括哪些内容？,政府采购非招标采购方式管理办法,采购文件，具体内容,政策文件信息
拍卖企业在进行拍卖活动时，需要遵循哪些基本原则？,拍卖管理办法,拍卖企业，基本原则,政策文件信息
挂牌出让的具体流程是怎样的？,招标拍卖挂牌出让国有建设用地使用权规定,挂牌出让，具体流程,政策文件信息
上市公司控股股东在转让股份时需要经过哪些审批程序？,金融企业国有资产转让管理办法,上市公司控股股东，转让股份，审批程序,政策文件信息
大中型企业与小型、微型企业组成联合体参加政府采购，有何优惠政策？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,大中型企业，小型，微型，联合体，参加政府采购，优惠政策,政策文件信息
财政部门在收到转让方提交的直接协议转让上市公司股份材料后，需要在多长时间内给予答复？,金融企业国有资产转让管理办法,财政部门，直接协议转让上市公司股份材料，给予答复,政策文件信息
上海市公共资源交易中心评标（评审）专家的信用记分是如何计算的？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,上海市公共资源交易中心，评标（评审）专家，信用记分，计算,政策文件信息
在综合评分法中，货物项目和服务项目的价格分值占总分值的最低比重分别是多少？,政府采购货物和服务招标投标管理办法,综合评分法，货物项目，服务项目，价格分值，总分值,政策文件信息
如果首次挂牌未能征集到意向受让方，转让方如何确定新的挂牌价格？,金融企业国有资产转让管理办法,首次挂牌，征集到意向受让方，转让方，新的挂牌价格,政策文件信息
在什么情况下，采购人或采购代理机构需要终止竞争性谈判采购活动并重新开展？,政府采购非招标采购方式管理办法,采购人，采购代理机构，竞争性谈判采购活动，重新开展,政策文件信息
如何确定政府购买服务项目的承接主体？,政府购买服务管理办法,政府购买服务项目，承接主体,政策文件信息
综合类会员在交易中是否可以向客户收取佣金？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,综合类会员，交易，佣金,日常问题
上海市公共资源拍卖监督管理委员会的主要职能是什么？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,上海市公共资源拍卖监督管理委员会，主要职能,政策文件信息
在招投标过程中，履行出资人职责的机构如何确定董事、监事、高级管理人员的人选？,中华人民共和国企业国有资产法,履行出资人职责的机构，董事，监事，高级管理人员，人选,政策文件信息
在哪些情况下，公共资源拍卖平台可以暂停或终止现场拍卖活动？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,公共资源拍卖平台，暂停，终止，现场拍卖活动,政策文件信息
在产权交易中，交易双方何时能获得交易凭证？,企业国有资产交易监督管理办法,产权交易，交易双方，交易凭证,政策文件信息
电子招标投标活动中的交易平台、公共服务平台和行政监督平台各自的主要功能是什么？,电子招标投标办法,电子招标投标活动，交易平台，公共服务平台，行政监督平台，主要功能,政策文件信息
行政事业单位在制定本单位国有资产管理的具体实施办法时，需要包含哪些具体管理制度？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,行政事业单位，具体实施办法，具体管理制度,政策文件信息
在哪些情况下，采购人或采购代理机构需要终止询价采购活动并重新开展？,政府采购非招标采购方式管理办法,采购人，采购代理机构，终止询价采购活动，重新开展,政策文件信息
联合体投标时，资质等级如何确定？,房屋建筑和市政基础设施工程施工招标投标管理办法,联合体投标，资质等级,政策文件信息
供应商在哪些情况下会被采购人和采购代理机构报告给财政部门并记录在诚信档案中？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),供应商，采购人，采购代理机构，财政部门，诚信档案,政策文件信息
水运工程建设项目采用资格后审方式公开招标时，投标人的资格审查是在什么时间进行的？,水运工程建设项目招标投标管理办法,水运工程建设项目，资格后审方式，公开招标，投标人，资格审查，时间,招标中标信息
成交通知书发出后，采购人和成交供应商需要在多少天内签订政府采购合同？,政府采购非招标采购方式管理办法,成交通知书，发出，采购人，成交供应商，签订，政府采购合同,政策文件信息
如果投标人未参加开标，是否可以事后对开标结果提出异议？,政府采购货物和服务招标投标管理办法,投标人，开标，异议,政策文件信息
