Question,True_Title,Recalling,Recall_Weight
如果我是未中标的投标人，我的投标保证金什么时候能退还？,招标拍卖挂牌出让国有建设用地使用权规定,0,
在企业产权转让过程中，受让方确定后，交易双方能否因企业经营性损益变化调整已达成的交易条件和价格？,企业国有资产交易监督管理办法,1,4
国有独资企业、国有独资公司的重大事项由谁决定？,企业国有资产监督管理暂行条例,1,2
担任拍卖师需要满足哪些条件？,中华人民共和国拍卖法,1,1
哪些部门负责制定社会资本投资建设的公共资源交易平台接入市交易平台的办法？,上海市公共资源交易管理办法,1,1
开标和评标现场活动是否需要录音录像？,政府采购货物和服务招标投标管理办法,0,
交易所需要建立哪些风险管理制度来维护碳排放交易市场的稳定？,上海市碳排放管理试行办法,1,1
供应商提交登记申请后，多久能知道是否入库？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
招标人不按规定组建评标委员会会有什么后果？,评标专家和评标专家库管理暂行办法,1,3
采购人和采购代理机构如何邀请供应商参与竞争性磋商采购活动？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,1
在施工招标投标活动中，有哪些行为是被明确禁止的？,房屋建筑和市政基础设施工程施工招标投标管理办法,1,4
运营机构在开展业务活动时，如何防范与市场参与者之间的利益冲突？,区域性股权市场监督管理试行办法,1,1
采购代理机构未对开标、评标活动进行全程录音录像，会受到什么处罚？,政府采购货物和服务招标投标管理办法,1,2
采购人在收到对单一来源采购方式公示的异议后，应如何处理？,政府采购非招标采购方式管理办法,1,1
挂牌出让土地时，挂牌截止后如何确定竞得人？,招标拍卖挂牌出让国有建设用地使用权规定,1,3
评标委员会的专家成员是如何确定的？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
政府采购活动中加强内部控制管理的目的是什么？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
采购代理机构需要具备哪些基本条件才能开展政府采购业务？,中华人民共和国政府采购法实施条例,1,2
社会中介机构在国有资产转让过程中违规执业，会受到哪些处理？,金融企业国有资产转让管理办法,1,3
当通过资格审查的意向投资方数量较多时，企业可以采取哪些方式进行遴选？,企业国有资产交易监督管理办法,1,2
上海市公共资源拍卖中心的服务对象有哪些？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,5
采购人和相关机构应如何加强政府采购的内部监督和风险管理？,财政部关于加强政府采购活动内部控制管理的指导意见,1,1
如果因重大变故导致采购任务取消，采购人应该如何处理？,财政部关于印发《政府采购竞争性磋商采购方式管理暂行办法》的通知,1,4
采购文件具体包括哪些内容？,政府采购非招标采购方式管理办法,1,1
拍卖企业在进行拍卖活动时，需要遵循哪些基本原则？,拍卖管理办法,1,1
挂牌出让的具体流程是怎样的？,招标拍卖挂牌出让国有建设用地使用权规定,1,8
上市公司控股股东在转让股份时需要经过哪些审批程序？,金融企业国有资产转让管理办法,1,1
大中型企业与小型、微型企业组成联合体参加政府采购，有何优惠政策？,财政部、工业和信息化部关于印发《政府采购促进中小企业发展暂行办法》的通知,1,1
财政部门在收到转让方提交的直接协议转让上市公司股份材料后，需要在多长时间内给予答复？,金融企业国有资产转让管理办法,1,1
上海市公共资源交易中心评标（评审）专家的信用记分是如何计算的？,【综合采购】上海市公共资源交易中心评标（评审）专家信用记分评估标准（试行）,1,1
在综合评分法中，货物项目和服务项目的价格分值占总分值的最低比重分别是多少？,政府采购货物和服务招标投标管理办法,1,3
如果首次挂牌未能征集到意向受让方，转让方如何确定新的挂牌价格？,金融企业国有资产转让管理办法,1,1
在什么情况下，采购人或采购代理机构需要终止竞争性谈判采购活动并重新开展？,政府采购非招标采购方式管理办法,1,1
如何确定政府购买服务项目的承接主体？,政府购买服务管理办法,1,1
综合类会员在交易中是否可以向客户收取佣金？,【碳排放权】上海环境能源交易所碳排放交易会员管理办法（试行）,1,2
上海市公共资源拍卖监督管理委员会的主要职能是什么？,上海市拍卖行业协会关于成立上海市公共资源拍卖中心的请示报告,1,6
在招投标过程中，履行出资人职责的机构如何确定董事、监事、高级管理人员的人选？,中华人民共和国企业国有资产法,1,1
在哪些情况下，公共资源拍卖平台可以暂停或终止现场拍卖活动？,上海市商务委员会等七部门关于印发《上海市公共资源拍卖管理办法》的通知,1,1
在产权交易中，交易双方何时能获得交易凭证？,企业国有资产交易监督管理办法,0,
电子招标投标活动中的交易平台、公共服务平台和行政监督平台各自的主要功能是什么？,电子招标投标办法,1,3
行政事业单位在制定本单位国有资产管理的具体实施办法时，需要包含哪些具体管理制度？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,6
在哪些情况下，采购人或采购代理机构需要终止询价采购活动并重新开展？,政府采购非招标采购方式管理办法,1,1
联合体投标时，资质等级如何确定？,房屋建筑和市政基础设施工程施工招标投标管理办法,0,
供应商在哪些情况下会被采购人和采购代理机构报告给财政部门并记录在诚信档案中？,上海市财政局关于印发《上海市政府采购供应商登记及诚信管理办法》的通知(2017),1,1
水运工程建设项目采用资格后审方式公开招标时，投标人的资格审查是在什么时间进行的？,水运工程建设项目招标投标管理办法,1,1
成交通知书发出后，采购人和成交供应商需要在多少天内签订政府采购合同？,政府采购非招标采购方式管理办法,1,3
如果投标人未参加开标，是否可以事后对开标结果提出异议？,政府采购货物和服务招标投标管理办法,1,5
财政部门在行政事业单位资产管理中具体承担哪些职责？,财政部关于进一步规范和加强行政事业单位国有资产管理的指导意见,1,3
在什么情况下，招标活动可以不成立评标小组？,招标拍卖挂牌出让国有建设用地使用权规定,0,
第三方机构在碳排放核查中违规，会受到哪些处罚？,上海市碳排放管理试行办法,1,1
在招投标评审中，如何考察公司的治理执行情况？,【产权交易】企业增资业务受托机构工作指引（试行）,0,
采购人和采购代理机构在保管相关主体信用信息时，有哪些注意事项？,财政部关于在政府采购活动中查询及使用信用记录有关问题的通知,1,1
哪些情形下，产权转让可以采取非公开协议转让方式？,企业国有资产交易监督管理办法,1,2
产权交易合同生效后，交易结果公告需要包含哪些内容？,企业国有资产交易监督管理办法,1,1
